customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,customer_loyalty_flag,latitude,longitude,typical_hour_sin,typical_hour_cos,tenure,total_children,lifetime_spend_technology,log_total_spend,annual_spend_groceries,annual_spend_electronics,annual_spend_vegetables,annual_spend_nonalcohol_drinks,annual_spend_alcohol_drinks,annual_spend_meat,annual_spend_fish,annual_spend_hygiene,annual_spend_videogames,annual_spend_petfood,annual_spend_technology
18,Bruno Goldbeck,male,1997-06-01 18:05:00,0.0,1.0,2.0,1.0,10490.0,8489.0,104.0,574.0,705.0,1249.0,737.0,205.0,667.0,550.0,134.0,0.4091402734153587,1.0,38.74600841010293,-9.15622923060766,-0.8660254037844386,0.5000000000000001,8.0,1.0,9266.0,10.675746238104187,1311.25,750.3443181818182,13.0,71.75,88.125,156.125,92.125,25.625,79.77777777777777,68.75,817.3946428571428
19,Phd. Evelyn Quinn,female,1947-09-05 04:31:00,1.0,2.0,2.5,3.0,8264.0,1660.0,266.0,399.0,514.0,1024.0,1405.0,819.0,168.0,533.0,65.0,0.15752860209996303,1.0,38.78699922945693,-9.135196125512602,-0.9659258262890683,0.2588190451025203,19.0,3.0,1828.0,9.733944008101389,434.94736842105266,87.36842105263158,14.0,21.0,27.05263157894737,53.89473684210526,73.94736842105263,43.10526315789474,8.842105263157896,28.05263157894737,96.21052631578948
20,Msc. Arlene Hernandez,female,1945-10-26 16:04:00,1.0,0.0,1.0,5.0,35044.0,78.0,395.00000000000006,567.0,621.0,1000.0,910.0,1560.0,285.0,255.0,253.0,0.4308490612060748,1.0,38.75274681712484,-9.135250341406646,-0.8660254037844386,0.5000000000000001,9.0,1.0,363.0,10.623252321000344,3893.777777777778,8.666666666666666,43.88888888888889,63.0,69.0,111.11111111111111,101.11111111111111,173.33333333333334,31.666666666666668,28.333333333333332,40.333333333333336
22,Bsc. James Kolodziej,male,1943-08-27 16:36:00,1.0,1.0,1.0,3.0,15333.0,883.0,1325.0,551.0,257.0,117.0,150.0,2057.0,100.0,473.0,205.0,0.0320563109521218,1.0,38.75658242562309,-9.15436602277348,-0.49999999999999967,-0.8660254037844388,7.0,2.0,983.0,10.009198006958242,2190.4285714285716,126.14285714285714,189.28571428571428,78.71428571428571,36.714285714285715,16.714285714285715,21.428571428571427,221.44166666666666,14.285714285714286,67.57142857142857,140.42857142857142
24,Phd. Linda Bryant,female,1966-12-08 13:58:00,1.0,1.0,0.0,2.0,20270.0,1816.0,2118.0,507.0,408.0,40.0,53.0,890.0,238.0,342.0,139.0,0.06604019219305879,1.0,38.74710885689428,-9.186784838800778,-0.9659258262890683,-0.25881904510252063,14.0,2.0,2054.0,10.265940770051001,1447.857142857143,129.71428571428572,151.28571428571428,36.214285714285715,29.142857142857142,2.857142857142857,3.7857142857142856,63.57142857142857,17.0,24.428571428571427,146.71428571428572
25,Phd. Tom Fisher,male,2001-03-17 10:08:00,0.0,0.0,0.0,2.0,8829.0,345.0,61.799999999999955,121.0,1657.0,1028.0,758.0,91.0,475.0,44.0,61.0,0.6532370294994334,1.0,38.70758994916797,-9.161818002552854,0.8660254037844386,-0.4999999999999998,5.0,0.0,820.0,9.56316390875875,1765.8,69.0,12.35999999999999,24.2,206.58092948717945,201.07774725274726,151.6,18.2,79.77777777777777,8.8,164.0
26,Bsc. Jeffery Brown,male,1991-07-10 17:03:00,2.0,1.0,1.0,4.0,39047.0,3650.0,126.0,721.0,739.0,532.0,920.0,1101.0,268.0,499.0,126.0,0.2331716143295922,1.0,38.727745834323656,-9.185483625264848,0.2588190451025211,-0.9659258262890682,7.0,3.0,3918.0,11.344045168342067,4010.6651785714284,521.4285714285714,18.0,103.0,105.57142857142857,76.0,131.42857142857142,157.28571428571428,38.285714285714285,71.28571428571429,559.7142857142857
27,Phd. Edna Christy,female,1988-10-04 08:59:00,1.0,0.0,0.0,2.0,12067.0,274.0,705.8,125.0,177.0,811.0,157.0,243.0,52.0,210.0,16.0,0.5625619630219125,1.0,38.777746595386375,-9.167540842777818,-0.5000000000000004,0.8660254037844385,10.0,1.0,326.0,9.62567659987961,1206.7,27.4,70.58,12.5,17.7,81.1,15.7,24.3,5.2,21.0,32.6
28,Msc. Arthur Doyle,male,1991-07-13 20:49:00,2.0,1.0,2.0,1.0,9842.0,2173.0,311.0,193.0,691.0,422.0,566.0,485.0,749.625,301.0,35.0,0.6308553294317327,1.0,38.74813760378645,-9.156526394540954,1.249000902703301e-16,-1.0,6.0,3.0,2955.0,9.83745458193169,1640.3333333333333,362.1666666666667,51.833333333333336,32.166666666666664,115.16666666666667,70.33333333333333,94.33333333333333,80.83333333333333,79.77777777777777,50.166666666666664,492.5
29,Phd. Debra Mcleod,female,1959-09-13 05:39:00,1.0,0.0,0.0,5.0,10232.0,2309.0,338.0,280.0,595.0,438.0,821.0,1067.0,225.0,454.0,127.0,0.5897405207838152,1.0,38.72716384639924,-9.2052703305056,-0.49999999999999967,-0.8660254037844388,15.0,1.0,2534.0,9.867549445730498,682.1333333333333,153.93333333333334,22.533333333333335,18.666666666666668,39.666666666666664,29.2,54.733333333333334,71.13333333333334,15.0,30.266666666666666,168.93333333333334
30,Phd. Melissa Earing,female,1980-09-12 02:38:00,1.0,0.0,1.0,1.0,8793.0,3285.0,2219.0,477.0,281.0,42.0,46.60000000000002,613.0,162.0,47.0,73.0,0.07496651114438702,1.0,38.754215503038,-9.17366872422114,0.7071067811865476,-0.7071067811865475,18.0,1.0,3447.0,9.873729130371853,488.5,182.5,123.27777777777777,26.5,15.61111111111111,2.3333333333333335,2.5888888888888903,34.05555555555556,9.0,2.611111111111111,191.5
31,Cruz Pope,female,1972-09-14 18:28:00,0.0,0.0,1.0,2.0,6520.0,3754.0,292.00000000000006,473.0,913.0,653.0,882.0,589.0,749.625,546.0,54.0,0.3058264810330052,1.0,38.73353626643542,-9.167613813757033,-0.25881904510252157,0.9659258262890681,10.0,0.0,4905.0,9.936873971553762,652.0,375.4,29.200000000000006,47.3,91.3,65.3,88.2,58.9,79.77777777777777,54.6,490.5
33,Bsc. Stan Vian,male,1940-03-07 16:07:00,0.0,0.0,0.0,5.0,8225.0,2873.0,815.0,503.0,199.0,924.0,603.6,678.0,33.0,678.0,89.0,0.021943913212430777,1.0,38.69790927684401,-9.16725691086542,-0.25881904510252157,0.9659258262890681,5.0,0.0,2906.0,9.822201572319477,1645.0,574.6,163.0,100.6,39.8,184.8,120.72,135.6,6.6,83.64285714285714,581.2
35,Bsc. Thomas King,male,1979-08-08 05:25:00,0.0,1.0,0.0,2.0,37795.0,2130.0,636.0,102.0,310.0,890.0,844.0,842.0,42.0,524.0,212.0,0.17089924226743802,1.0,38.76203648175096,-9.158846685096057,0.8660254037844386,-0.4999999999999998,15.0,1.0,2172.0,10.742638027215916,2519.6666666666665,142.0,42.4,6.8,20.666666666666668,59.333333333333336,56.266666666666666,56.13333333333333,2.8,34.93333333333333,144.8
36,Bsc. Shantae Worley,female,1972-08-16 16:36:00,2.5,0.0,0.0,3.0,32925.0,5770.0,1083.0,759.0,1737.0,1300.0,956.0,1451.0,372.0,327.0,305.0,0.11657960065862488,1.0,38.76021401470984,-9.194390645605838,-0.49999999999999967,-0.8660254037844388,20.0,3.5,6142.0,10.874701980906183,1646.25,288.5,54.15,37.95,86.85,65.0,47.8,72.55,18.6,16.35,307.1
37,Phd. Alonzo Crossan,male,2000-09-29 19:54:00,1.0,1.0,0.0,5.0,25539.0,1089.0,907.0,1238.5,896.0,1153.0,962.0,1205.0,344.0,329.0,330.0,0.37508974999923306,1.0,38.72970010948747,-9.196584989123338,0.9659258262890683,-0.25881904510252063,12.0,2.0,1433.0,10.478385964002708,2128.25,90.75,75.58333333333333,122.13988095238095,74.66666666666667,96.08333333333333,80.16666666666667,100.41666666666667,28.666666666666668,27.416666666666668,119.41666666666667
38,Bsc. Vanessa Wells,female,1978-01-27 20:53:00,1.0,0.0,1.0,6.0,8371.0,205.0,218.0,379.0,316.0,493.0,1512.0,249.0,94.0,328.0,151.0,0.061568864771488485,1.0,38.71247116480576,-9.129835005121535,-0.2588190451025208,-0.9659258262890683,12.0,1.0,299.0,9.430679995957659,697.5833333333334,17.083333333333332,18.166666666666668,31.583333333333332,26.333333333333332,41.083333333333336,126.0,20.75,7.833333333333333,27.333333333333332,24.916666666666668
39,Phd. Dawn Cannon,female,1987-12-15 23:35:00,1.0,1.0,1.0,4.0,37097.0,2598.0,283.0,246.0,706.0,1243.0,680.0,2253.0,263.0,359.0,302.0,0.4942214328019912,1.0,38.77949960090595,-9.152015004454716,-0.49999999999999967,-0.8660254037844388,19.0,2.0,2861.0,10.7935575047672,1952.4736842105262,136.73684210526315,14.894736842105264,12.947368421052632,37.1578947368421,65.42105263157895,35.78947368421053,124.6842105263158,13.842105263157896,18.894736842105264,150.57894736842104
40,Bsc. Madge Bell,female,1959-08-10 00:46:00,1.0,2.0,0.0,7.0,26555.0,7141.0,1327.0,379.0,1838.0,1773.0,1429.0,1428.0,379.2,380.0,266.0,0.2274411335550715,1.0,38.745229204961255,-9.116639572490518,0.49999999999999994,-0.8660254037844387,17.0,3.0,7520.2,10.822781769430058,1562.0588235294117,420.05882352941177,78.05882352941177,22.294117647058822,108.11764705882354,104.29411764705883,84.05882352941177,84.0,22.305882352941175,22.352941176470587,442.36470588235295
41,Bsc. Marion Davis,female,1946-10-28 18:04:00,1.0,1.0,1.0,6.0,1806.0000000000018,1248.0,1963.0,398.0,325.0,55.0,47.0,595.0,126.00000000000003,199.0,91.0,0.1269068530725506,1.0,38.759760815806594,-9.122087512242429,-0.9659258262890683,-0.25881904510252063,13.0,2.0,1374.0,9.004176840696658,138.92307692307708,96.0,151.0,30.615384615384617,25.0,4.230769230769231,3.6153846153846154,45.76923076923077,9.692307692307695,15.307692307692308,105.6923076923077
42,Bsc. Bonny Correa,female,1990-02-09 21:03:00,2.0,0.0,2.0,1.0,8496.0,1068.0,284.0,17.0,668.0,446.0,633.0,381.00000000000006,171.0,268.0,42.0,0.4197566063956281,1.0,38.74815657274145,-9.156340480297294,0.2588190451025211,-0.9659258262890682,12.0,2.0,1239.0,9.523105224795426,708.0,89.0,23.666666666666668,1.4166666666666667,55.666666666666664,37.166666666666664,52.75,31.750000000000004,14.25,22.333333333333332,103.25
44,Msc. Sylvia Jones,female,1941-03-20 11:31:00,2.0,1.0,0.0,3.0,10440.0,3659.0,1966.0,956.0,304.0,368.0,266.0,1635.0,95.0,271.0,84.0,0.2426026354063847,1.0,38.74198055776764,-9.090553284872955,0.8660254037844386,-0.4999999999999998,10.0,3.0,3754.0,10.073863038311682,1044.0,365.9,196.6,95.6,30.4,36.8,26.6,163.5,9.5,27.1,375.4
46,Phd. Jane Dixon,female,1955-01-27 22:46:00,1.0,1.0,1.0,4.0,16221.0,1325.0,2009.0,439.0,177.0,105.79999999999995,87.0,2111.0,80.0,436.0,32.0,0.08996053828615641,1.0,38.75784856755827,-9.088422920127655,1.249000902703301e-16,-1.0,7.0,2.0,1405.0,10.102207255139719,2317.285714285714,189.28571428571428,254.61525974025977,62.714285714285715,25.285714285714285,15.114285714285709,12.428571428571429,221.44166666666666,11.428571428571429,62.285714285714285,200.71428571428572
47,Msc. Lillian Moore,female,1976-01-22 06:46:00,0.0,1.0,1.0,4.0,3836.0,40.0,232.00000000000006,301.0,477.0,1262.0,696.0,467.0,434.0,428.0,188.0,0.5893278251634426,1.0,38.73230749038213,-9.21469076819808,-0.7071067811865477,0.7071067811865474,7.0,1.0,474.0,9.065083359319043,548.0,5.714285714285714,33.14285714285715,43.0,68.14285714285714,180.28571428571428,99.42857142857143,66.71428571428571,62.0,61.142857142857146,67.71428571428571
48,Phd. Kayla Blankenship,female,1993-10-03 06:09:00,2.0,0.0,2.0,2.0,9339.0,300.0,88.0,244.0,1033.0,507.0,467.0,316.0,137.00000000000003,370.0,87.0,0.8021778732399719,1.0,38.7480290416654,-9.15656587813829,1.0,5.551115123125783e-17,10.0,2.0,437.0,9.490922297937656,933.9,30.0,8.8,24.4,103.3,50.7,46.7,31.6,13.700000000000003,37.0,43.7
49,Phd. Archie Mickel,male,1997-06-22 05:02:00,2.5,2.5,1.0,3.0,29112.0,5704.0,1508.0,963.0,1549.0,1341.0,1405.1999999999998,887.0,606.0,64.0,329.0,0.1829629326719151,1.0,38.7496666360259,-9.14014091211847,0.8660254037844386,-0.4999999999999998,1.0,3.5,6310.0,10.808721381532063,4010.6651785714284,750.3443181818182,254.61525974025977,122.13988095238095,206.58092948717945,201.07774725274726,194.56125000000003,221.44166666666666,79.77777777777777,64.0,817.3946428571428
50,Phd. Doloris Atwell,female,1960-05-25 13:21:00,0.0,1.0,1.0,5.0,33106.0,2893.0,514.0,790.0,452.0,794.0,1271.0,825.0,307.0,410.0,128.0,0.09411416738782091,1.0,38.80364972655259,-9.088422920127655,-0.49999999999999967,-0.8660254037844388,8.0,1.0,3200.0,10.70465919729006,4010.6651785714284,361.625,64.25,98.75,56.5,99.25,158.875,103.125,38.375,51.25,400.0
52,Felipe Belliveau,male,1977-06-14 14:39:00,1.0,0.0,1.0,1.0,10551.0,8489.0,39.0,487.0,1363.0,697.0,433.0,540.0,749.625,5.0,37.0,0.2335421656467491,1.0,38.76338275574757,-9.175977632749976,-0.8660254037844386,0.5000000000000001,10.0,1.0,9266.0,10.941358545915051,1055.1,750.3443181818182,3.9,48.7,136.3,69.7,43.3,54.0,79.77777777777777,0.5,817.3946428571428
53,Msc. Salvatore Blackmon,male,1972-05-26 03:16:00,0.0,0.0,1.0,4.0,10375.0,454.0,95.0,94.0,170.0,486.0,734.0,39.0,109.19999999999999,43.0,98.0,1.0,1.0,38.716659620636335,-9.126962821404986,0.2588190451025211,-0.9659258262890682,12.0,0.0,563.2,9.48519553017307,864.5833333333334,37.833333333333336,7.916666666666667,7.833333333333333,14.166666666666666,40.5,61.166666666666664,3.25,9.1,3.5833333333333335,46.93333333333334
54,Jody Marrs,female,1974-10-23 02:33:00,0.0,0.0,2.0,2.0,14037.0,8489.0,90.0,601.0,1342.0,718.0,967.0,247.0,749.625,328.0,109.0,0.3376005577176389,1.0,38.744460255877705,-9.1663286590939,-0.5000000000000004,0.8660254037844385,12.0,0.0,9266.0,10.601667049724094,1169.75,750.3443181818182,7.5,50.083333333333336,111.83333333333333,59.833333333333336,80.58333333333333,20.583333333333332,79.77777777777777,27.333333333333332,817.3946428571428
55,Phd. George Moland,male,1979-07-21 07:21:00,2.0,2.5,1.0,1.0,31548.0,4885.0,979.0,1084.0,307.0,1808.0,901.0,642.0,403.4,456.0,166.0,0.050331534934774214,1.0,38.76299838765157,-9.170646844713852,0.2588190451025211,-0.9659258262890682,14.0,3.5,5288.4,10.785244808974902,2253.4285714285716,348.92857142857144,69.92857142857143,77.42857142857143,21.928571428571427,129.14285714285714,64.35714285714286,45.857142857142854,28.814285714285713,32.57142857142857,377.74285714285713
56,Bsc. Renee Green,female,1991-02-19 18:03:00,2.0,0.0,2.0,1.0,7706.0,1395.0,312.0,114.0,649.0,561.0,631.0,13.0,115.99999999999997,53.0,109.0,0.2457068193430098,1.0,38.7474890696561,-9.155944958147968,0.2588190451025211,-0.9659258262890682,9.0,2.0,1511.0,9.477462530462603,856.2222222222222,155.0,34.666666666666664,12.666666666666666,72.11111111111111,62.333333333333336,70.11111111111111,1.4444444444444444,12.888888888888886,5.888888888888889,167.88888888888889
57,Msc. Suzanne Jackson,female,1997-07-31 09:09:00,2.0,2.5,2.0,1.0,8856.0,862.0,144.0,46.0,662.0,589.0,343.0,500.0,168.0,80.99999999999997,39.0,1.0,1.0,38.74771972687876,-9.155806753882551,1.0,5.551115123125783e-17,9.0,3.5,1030.0,9.494165014100659,984.0,95.77777777777777,16.0,5.111111111111111,73.55555555555556,65.44444444444444,38.111111111111114,55.55555555555556,18.666666666666668,8.999999999999996,114.44444444444444
59,Phd. Norman Kellar,male,1995-05-30 22:29:00,0.0,1.0,2.0,3.0,11036.0,446.0,450.0,95.0,148.0,461.0,361.0,688.0,284.0,475.0,18.0,0.4584183117437898,1.0,38.74384410672418,-9.152002161264976,-0.25881904510252157,0.9659258262890681,12.0,1.0,730.0,9.627404615927698,919.6666666666666,37.166666666666664,37.5,7.916666666666667,12.333333333333334,38.416666666666664,30.083333333333332,57.333333333333336,23.666666666666668,39.583333333333336,60.833333333333336
60,Phd. Stella Vanlandingham,female,1945-09-25 06:24:00,1.0,2.5,1.0,1.0,21035.0,4355.0,710.0,273.0,625.0,1557.0,830.0,594.0,450.0,624.0,45.0,0.1970857982962765,1.0,38.77163386244289,-9.120604122622966,-0.2588190451025208,-0.9659258262890683,18.0,3.5,4805.0,10.487349860546091,1168.611111111111,241.94444444444446,39.44444444444444,15.166666666666666,34.72222222222222,86.5,46.111111111111114,33.0,25.0,34.666666666666664,266.94444444444446
61,Phd. Mildred Jones,female,1994-01-25 08:17:00,1.0,1.0,1.0,3.0,5241.0,2848.0,2341.0,580.0,250.0,46.0,281.0,1037.0,290.0,252.0,59.0,0.1318202582444303,1.0,38.77968386918864,-9.19466434077501,-0.2588190451025208,-0.9659258262890683,12.0,2.0,3138.0,9.709781436875536,436.75,237.33333333333334,209.5,48.333333333333336,20.833333333333332,3.8333333333333335,23.416666666666668,86.41666666666667,24.166666666666668,21.0,261.5
62,Msc. Renee Crowe,female,1956-03-17 22:51:00,2.0,2.0,0.0,1.0,9973.0,3875.0,1206.0,857.0,1261.0,1486.0,1205.0,620.0,313.0,193.0,361.0,0.11084727035789882,1.0,38.77651127402721,-9.190814820328804,0.7071067811865476,-0.7071067811865475,21.0,3.5,4188.0,10.133725876326205,474.9047619047619,184.52380952380952,57.42857142857143,40.80952380952381,60.04761904761905,70.76190476190476,57.38095238095238,29.523809523809526,14.904761904761905,9.19047619047619,199.42857142857142
63,Phd. Tony Cummings,male,1973-06-27 21:29:00,1.0,0.0,0.0,4.0,8375.0,3406.0,1572.0,305.0,438.0,83.0,67.0,748.0,151.0,32.0,41.0,0.1321238480605895,1.0,38.77927405559048,-9.166152028406405,0.2588190451025211,-0.9659258262890682,15.0,1.0,3557.0,9.838148711227788,558.3333333333334,227.06666666666666,104.8,20.333333333333332,29.2,5.533333333333333,4.466666666666667,49.86666666666667,10.066666666666666,2.1333333333333333,237.13333333333333
64,Bsc. Homer Rodriguez,male,1969-01-22 11:08:00,1.0,0.0,1.0,2.0,13355.0,673.0,547.0,79.0,194.0,748.0,327.8,106.0,179.0,16.0,62.0,0.5990170831946777,1.0,38.72848388735738,-9.181805417133749,0.7071067811865476,-0.7071067811865475,9.0,1.0,852.0,9.745534653425796,1483.888888888889,74.77777777777777,60.77777777777778,8.777777777777779,21.555555555555557,83.11111111111111,36.422222222222224,11.777777777777779,19.88888888888889,1.7777777777777777,94.66666666666667
66,Bsc. Dina Kellum,female,1960-02-13 06:16:00,1.0,1.0,1.0,7.0,12155.0,2559.0,2093.0,621.0,410.0,45.0,79.0,607.0,156.0,171.0,127.0,0.058603696577365805,1.0,38.71790765402376,-9.18996276218488,0.49999999999999994,-0.8660254037844387,16.0,2.0,2715.0,9.981003994963956,759.6875,159.9375,130.8125,38.8125,25.625,2.8125,4.9375,37.9375,9.75,10.6875,169.6875
69,Msc. Raymond Stpeter,male,1980-01-08 06:34:00,2.0,1.0,1.0,5.0,16752.0,466.0,1738.0,849.0,17.0,37.0,65.0,2253.0,228.0,397.0,120.0,0.1964968506860476,1.0,38.75416736257537,-9.146026082165973,-0.2588190451025208,-0.9659258262890683,11.0,3.0,694.0,10.080042514435746,1522.909090909091,42.36363636363637,158.0,77.18181818181819,1.5454545454545454,3.3636363636363638,5.909090909090909,221.44166666666666,20.727272727272727,36.09090909090909,63.09090909090909
70,Erik Murray,male,1946-05-04 09:03:00,0.0,0.0,1.0,2.0,7863.0,2525.0,26.0,622.0,1016.0,648.0,497.0,402.0,749.625,311.0,193.0,0.276803492086756,1.0,38.7634352074024,-9.150999564138113,-0.7071067811865477,0.7071067811865474,13.0,0.0,5481.0,10.01449211057904,604.8461538461538,194.23076923076923,2.0,47.84615384615385,78.15384615384616,49.84615384615385,38.23076923076923,30.923076923076923,79.77777777777777,23.923076923076923,421.61538461538464
71,Bsc. Sylvia Giles,female,1975-10-09 09:15:00,1.0,2.0,2.5,4.0,9961.0,1725.0,1770.0,692.0,448.0,43.0,127.0,683.0,130.00000000000003,255.0,189.0,0.059795927328890774,1.0,38.73829055773158,-9.159192307369766,-0.8660254037844384,-0.5000000000000004,15.0,3.0,1855.0,9.780754787153832,664.0666666666667,115.0,118.0,46.13333333333333,29.866666666666667,2.8666666666666667,8.466666666666667,45.53333333333333,8.666666666666668,17.0,123.66666666666667
72,Phd. Danial Schmitz,male,1960-08-26 12:52:00,2.0,0.0,1.0,4.0,5836.0,211.0,1318.0,356.0,322.0,106.0,86.0,2127.0,299.0,627.0,34.0,0.2278466768695096,1.0,38.78844147513438,-9.104188173971986,0.49999999999999994,-0.8660254037844387,10.0,2.0,510.0,9.375770061099919,583.6,21.1,131.8,35.6,32.2,10.6,8.6,212.7,29.9,62.7,51.0
