customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,cluster_alfragide,Cluster
12254,Samantha Reddick,female,12/19/1966 01:01 PM,0,0,1,3,70063,106,10,575,1101,1446,2555,2081,164,89,457,494,0.0855070925953638,2016,,38.72251610420264,-9.214541055469637,1,Alfragide
1088,Ernest Blakley,male,12/03/1954 06:00 AM,0,0,0,2,16920,110,10,547,329,2180,2095,3587,834,39,116,579,0.0928472997332592,2009,964829.0,38.7229244897335,-9.21467843370405,1,Alfragide
11898,Rodney Wilson,male,09/30/1990 08:46 AM,0,0,1,1,37596,28,9,2432,898,2973,1491,3186,879,16,241,512,0.1534913038477496,2014,,38.72364761793643,-9.213419326470047,1,Alfragide
25514,Jorge Pereira,male,05/01/1977 02:07 PM,0,0,1,2,65967,33,9,3333,525,2709,1779,1975,166,160,242,411,-0.0620892646828119,2011,,38.723011377732135,-9.213615133634326,1,Alfragide
36982,Donna Sylvain,female,07/20/1969 03:17 PM,0,0,1,1,58092,131,9,2033,546,2727,1992,1612,152,458,98,242,0.0524113932935435,2014,,38.723217095018605,-9.213679043990624,1,Alfragide
39916,Eric Blair,male,12/16/1953 07:05 PM,0,0,1,2,55198,144,8,259,591,2694,1686,2151,740,159,62,748,0.1361248692043864,2014,,38.72382045160961,-9.21420375101397,1,Alfragide
29628,Jeanne Powers,female,01/17/1953 01:42 AM,0,0,1,1,15410,52,7,1690,1038,2688,1981,2745,933,78,48,448,0.0754485601689718,2010,,38.723373556057,-9.213442308160486,1,Alfragide
22778,Linda Muse,female,05/06/1964 11:39 PM,0,0,1,1,53569,48,11,2442,1194,4044,2479,3701,83,104,225,616,0.0379067543472894,2009,,38.72290964943862,-9.213314817269238,1,Alfragide
31428,Diane Backhaus,female,05/04/1989 06:41 PM,0,0,0,2,31447,103,,1437,961,3543,1318,1494,155,64,106,504,0.0431972539542288,2009,,38.72311204706063,-9.213386943457602,1,Alfragide
22754,Tracy Peterman,female,12/09/1946 03:31 AM,0,0,1,3,73027,237,6,3143,413,2340,2440,1289,816,21,24,791,0.0763216340231357,2012,,38.72222903744788,-9.21387698597759,1,Alfragide
25785,Alejandro Schoeck,male,01/21/1985 04:30 AM,0,0,1,2,18158,134,7,1398,46,2010,2599,4043,120,91,15,626,-0.0067153010574106,2010,,38.72270114803684,-9.214162558095106,1,Alfragide
18019,Lawrence Estes,male,07/10/1990 09:22 AM,0,0,2,2,83244,27,10,2356,1660,4907,1835,3236,1384,441,265,620,0.003251746518775,2011,,38.72300997295175,-9.214060866693488,1,Alfragide
38354,Sadie Laffey,female,02/08/1972 10:06 AM,0,0,1,2,10535,86,10,1411,1177,3778,1945,3675,390,441,182,500,0.1725901041195775,2009,,38.72247527461321,-9.213295728154437,1,Alfragide
19459,Roy Torry,male,04/03/1974 01:21 PM,,0,1,3,77960,226,7,101,1313,1088,2130,2679,1258,329,139,639,0.0948279083892627,2009,,38.72340861184774,-9.213991965729,1,Alfragide
37653,Edward Jude,male,03/18/1959 10:50 AM,0,0,1,1,63543,30,10,2283,891,2136,1846,3611,197,83,27,496,0.0797515844618807,2011,,38.72399024390319,-9.213092925247482,1,Alfragide
15944,Joann Cordial,female,02/21/1970 12:59 PM,0,,1,1,42427,148,7,1796,1204,2616,1908,3022,1037,97,181,589,0.1517155797326568,2012,,38.72358495565821,-9.21343477757302,1,Alfragide
13756,Tom Bensch,male,08/07/1964 08:52 AM,0,,1,2,69101,133,13,1564,1131,3905,2515,,652,250,301,587,0.0096717941358417,2009,,38.72214586558612,-9.214755683215586,1,Alfragide
18318,Helen Bench,female,06/15/1945 04:53 PM,0,0,1,2,88055,56,13,4118,1546,2871,2681,2459,514,459,294,350,0.079426132842392,2014,,38.723980604739296,-9.214804124139077,1,Alfragide
9596,Gertrude Arnot,female,10/11/1977 01:14 AM,0,0,1,2,48985,49,11,502,1211,4115,880,2546,789,75,178,746,0.1470560426971427,2013,,38.72227566699225,-9.213890993623716,1,Alfragide
9000,Ashley Schaming,female,05/13/1947 09:47 AM,0,0,1,2,106714,111,8,2735,1415,1742,1780,2057,691,88,266,463,0.0532156378553097,2008,,38.72402557529804,-9.213641234412677,1,Alfragide
5501,Lucy Antczak,female,09/02/1960 12:03 PM,0,0,1,2,116950,35,11,5380,1433,2355,1494,2927,800,65,192,288,0.0644508549209986,2012,,38.7233248743164,-9.213330384088504,1,Alfragide
34740,Christopher Barness,male,09/07/1961 01:08 PM,0,0,0,3,124466,21,8,4051,868,3335,951,2341,680,195,41,295,0.0487034418639113,2008,,38.72274333303148,-9.21360678714504,1,Alfragide
4943,Nathan Bradfield,male,04/27/1980 08:29 PM,0,0,1,2,35645,87,10,,670,4862,1909,2122,927,173,278,870,0.0573403353441535,2007,,38.72307809175201,-9.213080932633256,1,Alfragide
29174,Kimberly Mccoy,female,07/19/1950 11:58 PM,0,0,1,2,68142,63,10,860,1176,3387,2358,1412,426,248,405,519,0.1358093155276561,2011,,38.72329642709362,-9.214714408097509,1,Alfragide
10817,Martha Quinn,female,03/27/1946 09:17 PM,0,0,1,2,91240,24,8,3190,933,3546,1999,2125,221,96,128,357,0.1010694895042222,2010,,38.722178265127454,-9.21449471276914,1,Alfragide
12172,Howard Mcnamara,male,03/31/1948 06:05 PM,0,0,0,2,103114,146,13,2255,1504,3238,1826,1658,884,43,193,431,0.0508485487920406,2009,,38.722346463808094,-9.214515892287304,1,Alfragide
9545,Robert Joseph,male,11/24/1973 04:47 AM,0,0,2,2,40693,44,10,685,1254,3117,3040,3551,173,52,14,852,0.0716024377314581,2008,,38.72291816946407,-9.214391319861848,1,Alfragide
538,Mary Flynn,female,08/18/2000 03:07 AM,0,0,1,2,86381,53,11,81,892,2908,1550,2004,652,141,9,808,0.1354002679482864,2024,945146.0,38.72216926869752,-9.214345269541916,1,Alfragide
7553,Stephen Stoll,male,03/11/1955 10:29 PM,0,0,0,1,34390,45,8,291,604,3861,1839,2023,225,125,342,612,-0.0253348605415803,2010,,38.72280679355759,-9.214464139409086,1,Alfragide
27957,Peter White,male,05/22/1975 11:45 AM,0,0,0,2,116284,51,8,1593,83,3858,2756,3347,283,169,403,675,0.0835768162826267,2008,,38.72254364671446,-9.213861006109404,1,Alfragide
35827,Joseph Wilkins,male,07/05/1998 12:02 AM,0,0,1,2,73194,97,9,2384,1583,2751,1158,1434,1026,283,184,387,-0.0054517810107957,2022,,38.72307924914426,-9.213948420876546,1,Alfragide
3479,Aida Hubbard,female,10/08/1975 02:15 PM,0,0,1,2,50722,52,8,2666,1073,4270,2290,2418,1118,399,97,482,0.0930691635088814,2007,,38.72342864411423,-9.214666031259686,1,Alfragide
26453,Mark Holman,male,08/19/1985 06:39 AM,0,,0,1,13633,42,13,1129,1126,2748,1460,2288,114,33,0,747,-0.0245796081497532,2008,,38.723906623285664,-9.213806538973165,1,Alfragide
9333,Rene Worthington,male,09/25/1954 07:32 PM,0,0,0,2,88966,45,9,35,1170,4324,1656,3046,796,145,258,846,0.0254593141836905,2012,,38.72341859280161,-9.214179746697416,1,Alfragide
15499,Debra Workman,female,,0,0,1,2,17442,76,10,877,1046,4327,1877,968,299,98,210,618,0.0488492402826911,2012,,38.72380487567981,-9.213065984343489,1,Alfragide
1453,Doris Cruz,female,01/01/1961 04:33 PM,0,0,1,2,90935,58,13,1357,822,3047,1762,3023,351,333,421,58,0.0861489591039593,2010,962259.0,38.7238039935723,-9.214071530228722,1,Alfragide
1089,Michael Kimble,male,09/12/1967 01:49 AM,0,0,1,2,69977,159,8,4278,1122,3672,1916,1745,43,143,46,692,0.0548550324416967,2009,928537.0,38.72271685790368,-9.214853950874328,1,Alfragide
38416,Jacqueline Farina,female,11/02/1984 02:29 AM,0,0,0,2,27243,68,11,,828,1624,2308,1802,379,350,105,946,-0.0021340646821574,2010,,38.72310181675246,-9.214469640845728,1,Alfragide
24210,Robert Sannicolas,male,03/30/1942 10:31 PM,0,0,2,2,27034,60,10,142,854,3410,2185,,510,569,116,270,0.0652594057197556,2006,,38.72213137246748,-9.214266305353648,1,Alfragide
16757,Jessica Rodriquez,female,,0,0,2,,41931,51,9,500,891,2605,1476,2759,793,449,123,426,0.0600630601606884,2011,,38.72389068216326,-9.213671675005235,1,Alfragide
33162,Gary Steinke,male,04/12/1989 04:05 AM,0,0,1,3,20921,14,6,412,1026,2870,1718,2107,323,32,60,707,0.044644273474831,2012,,38.72257459642669,-9.21380522753828,1,Alfragide
2920,Bart Turner,male,03/21/1981 05:39 PM,0,0,1,2,101462,76,,1132,256,,2076,1540,207,82,138,627,-0.0024760921862298,2009,,38.72404420363967,-9.214630670700984,1,Alfragide
39733,Alfred Jordan,male,11/16/2001 01:07 AM,,0,1,2,60227,83,8,251,957,1279,2112,1939,67,361,157,61,0.0479747141035175,2025,,38.7232882927939,-9.213981091069565,1,Alfragide
19291,Leo Combes,male,12/05/1959 01:54 AM,0,0,0,2,62293,50,9,2706,356,3140,462,2925,588,143,66,555,0.0744620766702981,2010,,38.72233749481932,-9.214745742790807,1,Alfragide
3309,Elizabeth Atkinson,female,12/27/1968 07:23 PM,0,0,1,2,39025,182,12,307,1207,4600,2273,3608,594,124,181,460,0.1313763865054208,2008,,38.72282715945933,-9.21346553890832,1,Alfragide
34925,David Monday,male,09/19/1952 05:01 PM,,0,1,2,63272,51,8,1414,1129,3348,2700,2081,696,226,259,580,0.1036367548324635,2011,,38.72303940726951,-9.21305033725497,1,Alfragide
21796,Carl Kama,male,01/01/1974 01:45 AM,0,0,2,2,62677,216,10,2104,657,3081,1060,2861,849,25,114,375,0.0740062256718779,2008,,38.72372585615753,-9.213977100995942,1,Alfragide
1674,John Chu,male,04/30/1997 12:12 AM,,0,2,,88589,124,13,3990,1215,2783,1971,,236,214,406,148,0.1396628438872112,2021,,38.72333606873331,-9.214068756761089,1,Alfragide
23124,Edmund Day,male,09/09/1975 11:02 PM,0,0,1,2,61676,14,12,2396,594,1192,1984,1467,568,244,19,902,-0.0459799493127478,2008,,38.72388390040136,-9.214214707848573,1,Alfragide
794,Leslie Navarro,female,10/12/1964 01:17 AM,0,0,0,2,6774,80,7,2679,767,3324,1061,2084,1126,171,46,131,0.0549125842731948,2011,966551.0,38.72267793879314,-9.213076176104511,1,Alfragide
9310,Carole Morales,female,06/09/1997 05:35 AM,,0,0,2,50567,74,10,2292,1405,2617,1730,3014,438,179,256,143,-0.0452071664940261,2021,,38.72242279602458,-9.21372794991819,1,Alfragide
39382,Jeffrey Johnson,male,07/31/1971 10:37 PM,0,0,0,2,41755,9,13,361,572,3250,2668,2675,40,64,88,772,0.0977510600117774,2009,,38.722221099534416,-9.2145893933589,1,Alfragide
10482,Owen Lyons,male,01/07/1978 11:19 AM,0,0,1,3,69071,174,10,834,825,2309,2273,2145,947,196,222,472,0.1085036742241308,2011,,38.72378070137763,-9.214145748502483,1,Alfragide
18977,Marsha Karathanasis,female,11/28/1973 01:44 AM,0,0,2,2,28600,23,8,1767,776,1869,1635,2443,1068,349,229,515,0.0865717132355157,2012,,38.72401105534952,-9.21356549770553,1,Alfragide
13263,Allison Shoji,female,01/12/1957 02:16 PM,0,0,1,3,56763,45,7,142,824,3986,2146,,1110,214,54,287,0.0579654870975403,2009,,38.72319912572776,-9.213480341771277,1,Alfragide
33006,Andrea Leduc,female,04/18/1947 08:05 PM,0,0,1,,43472,36,6,172,848,3768,2297,3874,239,192,626,432,-0.0552514345472261,2009,,38.722942792467805,-9.21427674471676,1,Alfragide
1828,Kevin Parks,male,05/20/1961 12:00 AM,0,,1,2,39462,21,,3476,1122,2709,2069,1638,1059,190,135,501,0.0910492828641127,2008,,38.72383864176882,-9.213271053397886,1,Alfragide
14073,Ebony Bender,female,02/18/1990 02:15 PM,0,0,1,2,49084,143,10,2701,844,2891,1190,2295,186,547,48,117,0.0133860032946315,2012,,38.72221704449994,-9.214331660013483,1,Alfragide
30872,Alberto Weinman,male,08/15/1994 09:30 PM,0,0,1,3,89774,35,12,873,736,3519,2651,2142,162,134,113,743,0.0966499617123349,2013,,38.72267336346823,-9.213685940507794,1,Alfragide
37044,Jesus Willis,male,05/27/1991 03:34 AM,0,0,1,3,79260,17,12,2066,898,2283,1612,1722,1338,127,39,459,0.0332127650525304,2011,,38.72278386086313,-9.213086870418609,1,Alfragide
14066,Georgia Brown,female,10/12/1981 03:48 PM,0,0,1,3,67469,66,9,2345,858,2499,2957,2351,666,247,298,779,0.0114396647653677,2010,,38.722823280847,-9.213434432539104,1,Alfragide
16052,Edward Bass,male,12/08/1971 05:23 AM,0,0,1,3,45262,231,9,2551,709,1619,2155,3285,656,153,67,107,0.055501345286318,2008,,38.72212777783117,-9.214529329815834,1,Alfragide
30666,Linda Mcwilliams,female,,0,0,1,2,45705,34,8,455,1173,4277,2230,2551,448,314,261,407,0.0863378656136238,2009,,38.72363204502986,-9.21470699285975,1,Alfragide
37218,Ross Welby,male,12/29/1984 02:12 AM,0,0,0,2,77018,58,9,2790,974,3830,1554,2769,196,199,16,639,0.1002095169064776,2010,,38.7240286167908,-9.213131216120289,1,Alfragide
21918,Richard Clark,male,08/27/1969 09:39 AM,0,0,2,2,50401,57,7,4543,475,2270,2966,2265,475,29,3,511,0.0852421042075917,2011,,38.72213420253398,-9.213223939482049,1,Alfragide
539,Richard Johnson,male,03/13/1962 10:17 AM,0,0,1,2,66238,103,14,824,807,3608,1360,2626,821,60,352,626,0.0128176944760896,2014,990098.0,38.72297719164399,-9.213425726843209,1,Alfragide
24123,Elizabeth Hoag,female,04/05/1982 03:15 PM,0,0,2,2,54520,85,7,,811,2693,2084,3108,890,220,64,569,0.0840430945768907,2009,,38.72399907673538,-9.21408217863867,1,Alfragide
20176,James Johnson,male,10/01/1941 11:54 PM,0,0,1,2,77683,40,10,1237,844,4584,2446,2469,625,175,81,331,0.0521878534382036,2010,,38.72395662457125,-9.21391602885556,1,Alfragide
36991,Monica Jefferson,female,02/26/1984 12:02 PM,0,0,1,1,73372,83,7,2863,1365,4096,2263,2320,472,28,244,519,0.0446272920635283,2011,,38.72307526272383,-9.213913629333955,1,Alfragide
18373,Mark Carter,male,06/24/1984 06:15 PM,0,0,2,1,70707,2,8,1601,1127,3251,2019,1364,146,229,131,815,0.1283872092638403,2009,,38.72391681699161,-9.213144425652525,1,Alfragide
2981,David Helsel,male,10/06/1955 03:44 AM,0,0,2,2,49550,31,8,1407,787,2750,1712,3124,303,169,163,281,0.0184291101745266,2008,,38.72250440942284,-9.213062931164872,1,Alfragide
21045,Kerry Taul,male,03/06/1965 01:31 AM,0,0,0,2,51458,219,11,422,1065,3327,1369,2628,274,370,79,629,-0.0192541021676722,2013,,38.72344577558727,-9.214572360519975,1,Alfragide
30629,Nancy Stanley,female,04/21/1963 01:40 PM,0,0,2,2,117664,18,8,115,1093,2621,2555,1459,954,157,179,286,0.0451479198414531,2010,,38.72344407650004,-9.21459138724262,1,Alfragide
3627,Neva Whelan,female,09/08/1982 04:11 PM,0,0,1,2,10166,8,6,2095,1312,2520,2105,3817,521,250,321,530,0.0630450507737902,2012,,38.72292644879939,-9.213664535813413,1,Alfragide
588,Mary Fritz,female,01/29/1999 04:59 AM,0,0,1,1,36086,129,10,2071,777,2154,2797,2438,323,117,106,412,0.0643093476195542,2023,953435.0,38.72265522325464,-9.213705322653064,1,Alfragide
5545,Walter Skaggs,male,09/25/1959 03:06 PM,0,0,1,3,26333,98,6,224,984,2410,1552,2267,387,133,30,436,0.0049247496725974,2010,,38.72214873627355,-9.213974066499851,1,Alfragide
1553,Mary King,female,01/05/1954 06:45 AM,0,0,1,1,31271,234,8,2300,75,4069,2043,2161,84,291,496,352,0.0270705391021355,2011,948698.0,38.72225313485237,-9.21418710555383,1,Alfragide
9629,Wanda Arocho,female,06/02/1978 09:33 AM,0,0,1,2,44968,11,12,383,894,2257,2185,1827,553,363,55,359,0.0690408205503698,2010,,38.72277251150481,-9.213492911465227,1,Alfragide
24185,Arthur Monson,male,03/08/1947 02:09 PM,0,0,1,1,14943,52,8,2346,1051,1234,2271,965,351,186,82,466,0.0380342686768821,2013,,38.72354723281271,-9.213142772688808,1,Alfragide
10075,Arthur Meyers,male,07/20/1958 01:35 AM,0,0,1,3,8172,18,7,305,1153,1748,1899,2379,655,272,224,854,0.0123427427297053,2012,,38.72337825574741,-9.213279979888078,1,Alfragide
7703,Angelina Fernandez,female,12/15/1954 01:07 PM,0,0,1,2,57503,3,6,1904,1364,3565,2577,3388,597,148,189,684,0.0050657194093396,2010,,38.72342460235884,-9.2144591763835,1,Alfragide
459,Pamela Cashio,female,10/05/1974 11:56 PM,0,0,1,2,100317,151,9,2125,1155,1544,2214,3748,1110,244,224,824,0.0006589161556956,2009,924849.0,38.72382556066178,-9.214610590071604,1,Alfragide
